#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Wed Mar 15 10:30:53 2017,1489599053.836198,+293.044,+293.051,+192.236,+152.278,+90.1432,3.110E-5
Wed Mar 15 10:30:55 2017,1489599055.338804,+293.036,+293.043,+192.134,+152.222,+90.1305,3.107E-5
Wed Mar 15 10:30:56 2017,1489599056.841376,+293.028,+293.035,+192.032,+152.158,+90.1162,3.104E-5
Wed Mar 15 10:30:58 2017,1489599058.343969,+293.020,+293.027,+191.930,+152.101,+90.1036,3.101E-5
Wed Mar 15 10:30:59 2017,1489599059.846562,+293.011,+293.019,+191.828,+152.037,+90.0890,3.097E-5
Wed Mar 15 10:31:01 2017,1489599061.349206,+293.004,+293.011,+191.728,+151.982,+90.0762,3.094E-5
Wed Mar 15 10:31:02 2017,1489599062.851837,+292.995,+293.003,+191.626,+151.918,+90.0616,3.090E-5
Wed Mar 15 10:31:04 2017,1489599064.354419,+292.987,+292.994,+191.525,+151.862,+90.0487,3.087E-5
Wed Mar 15 10:31:05 2017,1489599065.856986,+292.979,+292.986,+191.424,+151.799,+90.0339,3.083E-5
Wed Mar 15 10:31:07 2017,1489599067.359577,+292.971,+292.978,+191.323,+151.743,+90.0207,3.080E-5
Wed Mar 15 10:31:08 2017,1489599068.862141,+292.962,+292.970,+191.222,+151.680,+90.0059,3.076E-5
Wed Mar 15 10:31:10 2017,1489599070.364743,+292.954,+292.962,+191.122,+151.625,+89.9929,3.073E-5
Wed Mar 15 10:31:11 2017,1489599071.867332,+292.947,+292.954,+191.021,+151.562,+89.9781,3.069E-5
Wed Mar 15 10:31:13 2017,1489599073.369927,+292.938,+292.946,+190.922,+151.507,+89.9652,3.065E-5
Wed Mar 15 10:31:14 2017,1489599074.872498,+292.930,+292.938,+190.821,+151.444,+89.9502,3.062E-5
Wed Mar 15 10:31:16 2017,1489599076.375109,+292.922,+292.929,+190.721,+151.389,+89.9370,3.058E-5
Wed Mar 15 10:31:17 2017,1489599077.877696,+292.914,+292.921,+190.621,+151.327,+89.9219,3.055E-5
Wed Mar 15 10:31:19 2017,1489599079.380252,+292.906,+292.913,+190.514,+151.264,+89.9065,3.052E-5
Wed Mar 15 10:31:20 2017,1489599080.88284,+292.897,+292.904,+190.415,+151.209,+89.8932,3.048E-5
Wed Mar 15 10:31:22 2017,1489599082.385422,+292.889,+292.896,+190.315,+151.147,+89.8779,3.044E-5
Wed Mar 15 10:31:23 2017,1489599083.888026,+292.880,+292.888,+190.216,+151.092,+89.8646,3.040E-5
Wed Mar 15 10:31:25 2017,1489599085.390603,+292.872,+292.880,+190.117,+151.030,+89.8493,3.036E-5
Wed Mar 15 10:31:26 2017,1489599086.893235,+292.864,+292.871,+190.019,+150.976,+89.8359,3.032E-5
Wed Mar 15 10:31:28 2017,1489599088.395846,+292.856,+292.863,+189.919,+150.914,+89.8205,3.028E-5
Wed Mar 15 10:31:29 2017,1489599089.898434,+292.848,+292.855,+189.820,+150.859,+89.8069,3.024E-5
Wed Mar 15 10:31:31 2017,1489599091.401054,+292.840,+292.847,+189.720,+150.798,+89.7914,3.020E-5
Wed Mar 15 10:31:32 2017,1489599092.903652,+292.831,+292.838,+189.621,+150.744,+89.7778,3.016E-5
Wed Mar 15 10:31:34 2017,1489599094.406253,+292.823,+292.830,+189.522,+150.682,+89.7621,3.012E-5
Wed Mar 15 10:31:35 2017,1489599095.908821,+292.815,+292.822,+189.423,+150.629,+89.7482,3.008E-5
Wed Mar 15 10:31:37 2017,1489599097.411398,+292.807,+292.814,+189.324,+150.568,+89.7324,3.004E-5
Wed Mar 15 10:31:38 2017,1489599098.914007,+292.798,+292.805,+189.225,+150.514,+89.7184,3.000E-5
Wed Mar 15 10:31:40 2017,1489599100.416602,+292.790,+292.797,+189.127,+150.452,+89.7026,2.996E-5
Wed Mar 15 10:31:41 2017,1489599101.919205,+292.782,+292.789,+189.028,+150.399,+89.6887,2.992E-5
Wed Mar 15 10:31:43 2017,1489599103.421811,+292.773,+292.780,+188.930,+150.338,+89.6725,2.988E-5
Wed Mar 15 10:31:44 2017,1489599104.92437,+292.765,+292.772,+188.832,+150.284,+89.6582,2.985E-5
Wed Mar 15 10:31:46 2017,1489599106.426963,+292.757,+292.764,+188.734,+150.223,+89.6420,2.980E-5
Wed Mar 15 10:31:47 2017,1489599107.929545,+292.749,+292.756,+188.636,+150.169,+89.6279,2.977E-5
Wed Mar 15 10:31:49 2017,1489599109.43219,+292.740,+292.747,+188.538,+150.109,+89.6116,2.973E-5
Wed Mar 15 10:31:50 2017,1489599110.934739,+292.732,+292.739,+188.441,+150.056,+89.5973,2.969E-5
Wed Mar 15 10:31:52 2017,1489599112.437285,+292.724,+292.730,+188.343,+149.995,+89.5809,2.965E-5
Wed Mar 15 10:31:53 2017,1489599113.939894,+292.715,+292.722,+188.246,+149.942,+89.5666,2.961E-5
Wed Mar 15 10:31:55 2017,1489599115.442483,+292.707,+292.714,+188.149,+149.881,+89.5503,2.957E-5
Wed Mar 15 10:31:56 2017,1489599116.945068,+292.699,+292.706,+188.052,+149.828,+89.5359,2.954E-5
Wed Mar 15 10:31:58 2017,1489599118.447655,+292.691,+292.697,+187.955,+149.768,+89.5195,2.950E-5
Wed Mar 15 10:31:59 2017,1489599119.950206,+292.682,+292.689,+187.858,+149.716,+89.5052,2.947E-5
Wed Mar 15 10:32:01 2017,1489599121.45286,+292.674,+292.680,+187.762,+149.655,+89.4888,2.943E-5
Wed Mar 15 10:32:02 2017,1489599122.95544,+292.665,+292.671,+187.666,+149.603,+89.4744,2.939E-5
Wed Mar 15 10:32:04 2017,1489599124.458034,+292.657,+292.663,+187.569,+149.543,+89.4580,2.935E-5
Wed Mar 15 10:32:05 2017,1489599125.96059,+292.648,+292.655,+187.473,+149.491,+89.4436,2.931E-5
Wed Mar 15 10:32:07 2017,1489599127.463198,+292.640,+292.646,+187.377,+149.431,+89.4271,2.928E-5
Wed Mar 15 10:32:08 2017,1489599128.96579,+292.631,+292.638,+187.281,+149.379,+89.4127,2.924E-5
Wed Mar 15 10:32:10 2017,1489599130.468368,+292.623,+292.630,+187.185,+149.319,+89.3963,2.920E-5
Wed Mar 15 10:32:11 2017,1489599131.970935,+292.614,+292.621,+187.090,+149.266,+89.3820,2.916E-5
Wed Mar 15 10:32:13 2017,1489599133.473554,+292.606,+292.613,+186.994,+149.207,+89.3656,2.912E-5
Wed Mar 15 10:32:14 2017,1489599134.976138,+292.598,+292.604,+186.899,+149.155,+89.3512,2.909E-5
Wed Mar 15 10:32:16 2017,1489599136.478698,+292.589,+292.596,+186.804,+149.095,+89.3349,2.905E-5
Wed Mar 15 10:32:17 2017,1489599137.981295,+292.581,+292.587,+186.709,+149.043,+89.3206,2.901E-5
Wed Mar 15 10:32:19 2017,1489599139.483945,+292.572,+292.579,+186.614,+148.984,+89.3044,2.898E-5
Wed Mar 15 10:32:20 2017,1489599140.986519,+292.564,+292.570,+186.513,+148.925,+89.2880,2.895E-5
Wed Mar 15 10:32:22 2017,1489599142.489161,+292.555,+292.561,+186.419,+148.875,+89.2738,2.891E-5
Wed Mar 15 10:32:23 2017,1489599143.991765,+292.547,+292.553,+186.325,+148.815,+89.2574,2.888E-5
Wed Mar 15 10:32:25 2017,1489599145.494342,+292.538,+292.544,+186.230,+148.764,+89.2430,2.885E-5
Wed Mar 15 10:32:26 2017,1489599146.996498,+292.529,+292.535,+186.136,+148.705,+89.2266,2.881E-5
Wed Mar 15 10:32:28 2017,1489599148.498148,+292.521,+292.527,+186.042,+148.654,+89.2123,2.877E-5
Wed Mar 15 10:32:29 2017,1489599150.000747,+292.512,+292.518,+185.948,+148.596,+89.1961,2.874E-5
Wed Mar 15 10:32:31 2017,1489599151.503344,+292.503,+292.510,+185.854,+148.544,+89.1819,2.870E-5
Wed Mar 15 10:32:33 2017,1489599153.005886,+292.495,+292.501,+185.761,+148.486,+89.1655,2.867E-5
Wed Mar 15 10:32:34 2017,1489599154.50845,+292.486,+292.493,+185.667,+148.436,+89.1512,2.863E-5
Wed Mar 15 10:32:36 2017,1489599156.011002,+292.478,+292.484,+185.575,+148.378,+89.1348,2.859E-5
Wed Mar 15 10:32:37 2017,1489599157.51356,+292.469,+292.475,+185.481,+148.327,+89.1206,2.856E-5
Wed Mar 15 10:32:39 2017,1489599159.016168,+292.461,+292.467,+185.389,+148.269,+89.1042,2.852E-5
Wed Mar 15 10:32:40 2017,1489599160.518663,+292.452,+292.458,+185.296,+148.219,+89.0898,2.848E-5
Wed Mar 15 10:32:42 2017,1489599162.02131,+292.443,+292.450,+185.204,+148.161,+89.0736,2.845E-5
Wed Mar 15 10:32:43 2017,1489599163.523912,+292.435,+292.441,+185.111,+148.110,+89.0592,2.841E-5
Wed Mar 15 10:32:45 2017,1489599165.026435,+292.426,+292.433,+185.018,+148.053,+89.0429,2.837E-5
Wed Mar 15 10:32:46 2017,1489599166.529018,+292.418,+292.424,+184.926,+148.002,+89.0287,2.834E-5
Wed Mar 15 10:32:48 2017,1489599168.031759,+292.409,+292.416,+184.834,+147.943,+89.0123,2.830E-5
Wed Mar 15 10:32:49 2017,1489599169.534324,+292.401,+292.407,+184.742,+147.893,+88.9982,2.827E-5
Wed Mar 15 10:32:51 2017,1489599171.036867,+292.392,+292.399,+184.650,+147.834,+88.9820,2.823E-5
Wed Mar 15 10:32:52 2017,1489599172.539423,+292.383,+292.390,+184.559,+147.783,+88.9678,2.819E-5
Wed Mar 15 10:32:54 2017,1489599174.04202,+292.374,+292.381,+184.467,+147.725,+88.9517,2.816E-5
Wed Mar 15 10:32:55 2017,1489599175.544585,+292.366,+292.372,+184.376,+147.674,+88.9375,2.812E-5
Wed Mar 15 10:32:57 2017,1489599177.047149,+292.356,+292.364,+184.285,+147.616,+88.9214,2.809E-5
Wed Mar 15 10:32:58 2017,1489599178.549747,+292.348,+292.355,+184.193,+147.566,+88.9072,2.805E-5
Wed Mar 15 10:33:00 2017,1489599180.052332,+292.340,+292.346,+184.102,+147.509,+88.8911,2.802E-5
Wed Mar 15 10:33:01 2017,1489599181.55499,+292.331,+292.338,+184.011,+147.458,+88.8769,2.798E-5
Wed Mar 15 10:33:03 2017,1489599183.057576,+292.322,+292.329,+183.920,+147.401,+88.8609,2.794E-5
Wed Mar 15 10:33:04 2017,1489599184.560202,+292.313,+292.320,+183.830,+147.351,+88.8467,2.791E-5
Wed Mar 15 10:33:06 2017,1489599186.062778,+292.305,+292.311,+183.740,+147.294,+88.8307,2.787E-5
Wed Mar 15 10:33:07 2017,1489599187.565339,+292.296,+292.303,+183.650,+147.244,+88.8168,2.784E-5
Wed Mar 15 10:33:09 2017,1489599189.068002,+292.287,+292.294,+183.560,+147.187,+88.8008,2.780E-5
Wed Mar 15 10:33:10 2017,1489599190.570561,+292.279,+292.286,+183.469,+147.138,+88.7869,2.777E-5
Wed Mar 15 10:33:12 2017,1489599192.073093,+292.270,+292.277,+183.379,+147.081,+88.7710,2.773E-5
Wed Mar 15 10:33:13 2017,1489599193.575678,+292.261,+292.268,+183.290,+147.031,+88.7572,2.770E-5
Wed Mar 15 10:33:15 2017,1489599195.078256,+292.253,+292.258,+183.201,+146.977,+88.7412,2.766E-5
Wed Mar 15 10:33:16 2017,1489599196.580838,+292.244,+292.250,+183.111,+146.926,+88.7272,2.763E-5
Wed Mar 15 10:33:18 2017,1489599198.08339,+292.235,+292.241,+183.022,+146.869,+88.7113,2.759E-5
Wed Mar 15 10:33:19 2017,1489599199.585907,+292.226,+292.233,+182.932,+146.819,+88.6973,2.756E-5
Wed Mar 15 10:33:21 2017,1489599201.088416,+292.217,+292.224,+182.843,+146.763,+88.6813,2.753E-5
Wed Mar 15 10:33:22 2017,1489599202.591008,+292.209,+292.215,+182.755,+146.714,+88.6672,2.749E-5
Wed Mar 15 10:33:24 2017,1489599204.093593,+292.199,+292.205,+182.660,+146.658,+88.6510,2.746E-5
Wed Mar 15 10:33:25 2017,1489599205.596195,+292.191,+292.197,+182.572,+146.602,+88.6348,2.742E-5
Wed Mar 15 10:33:27 2017,1489599207.098778,+292.182,+292.188,+182.483,+146.553,+88.6207,2.739E-5
Wed Mar 15 10:33:28 2017,1489599208.601375,+292.173,+292.179,+182.395,+146.497,+88.6045,2.735E-5
Wed Mar 15 10:33:30 2017,1489599210.103977,+292.164,+292.170,+182.306,+146.448,+88.5904,2.732E-5
Wed Mar 15 10:33:31 2017,1489599211.606544,+292.155,+292.162,+182.218,+146.393,+88.5744,2.728E-5
Wed Mar 15 10:33:33 2017,1489599213.109236,+292.147,+292.153,+182.130,+146.344,+88.5602,2.725E-5
Wed Mar 15 10:33:34 2017,1489599214.611843,+292.138,+292.144,+182.042,+146.289,+88.5441,2.722E-5
Wed Mar 15 10:33:36 2017,1489599216.114398,+292.129,+292.135,+181.955,+146.240,+88.5301,2.718E-5
Wed Mar 15 10:33:37 2017,1489599217.616941,+292.120,+292.126,+181.867,+146.185,+88.5143,2.715E-5
Wed Mar 15 10:33:39 2017,1489599219.119478,+292.111,+292.117,+181.779,+146.137,+88.5004,2.711E-5
Wed Mar 15 10:33:40 2017,1489599220.622027,+292.103,+292.108,+181.693,+146.082,+88.4844,2.708E-5
Wed Mar 15 10:33:42 2017,1489599222.124611,+292.094,+292.100,+181.605,+146.034,+88.4705,2.704E-5
Wed Mar 15 10:33:43 2017,1489599223.627188,+292.085,+292.091,+181.518,+145.979,+88.4546,2.701E-5
Wed Mar 15 10:33:45 2017,1489599225.129808,+292.076,+292.082,+181.431,+145.931,+88.4411,2.698E-5
Wed Mar 15 10:33:46 2017,1489599226.632441,+292.067,+292.073,+181.344,+145.876,+88.4252,2.694E-5
Wed Mar 15 10:33:48 2017,1489599228.135105,+292.058,+292.064,+181.258,+145.828,+88.4112,2.691E-5
Wed Mar 15 10:33:49 2017,1489599229.637656,+292.049,+292.055,+181.171,+145.772,+88.3954,2.687E-5
Wed Mar 15 10:33:51 2017,1489599231.140158,+292.040,+292.046,+181.084,+145.724,+88.3815,2.684E-5
Wed Mar 15 10:33:52 2017,1489599232.642735,+292.031,+292.037,+180.998,+145.668,+88.3656,2.680E-5
Wed Mar 15 10:33:54 2017,1489599234.145304,+292.022,+292.028,+180.912,+145.619,+88.3517,2.677E-5
Wed Mar 15 10:33:55 2017,1489599235.647917,+292.014,+292.019,+180.826,+145.563,+88.3359,2.674E-5
Wed Mar 15 10:33:57 2017,1489599237.150443,+292.005,+292.010,+180.740,+145.513,+88.3221,2.671E-5
Wed Mar 15 10:33:58 2017,1489599238.652986,+291.996,+292.002,+180.654,+145.457,+88.3064,2.667E-5
Wed Mar 15 10:34:00 2017,1489599240.155525,+291.987,+291.992,+180.569,+145.407,+88.2926,2.664E-5
Wed Mar 15 10:34:01 2017,1489599241.658144,+291.977,+291.983,+180.483,+145.351,+88.2770,2.660E-5
Wed Mar 15 10:34:03 2017,1489599243.160704,+291.968,+291.975,+180.398,+145.301,+88.2632,2.657E-5
Wed Mar 15 10:34:04 2017,1489599244.6633,+291.960,+291.965,+180.313,+145.244,+88.2476,2.654E-5
Wed Mar 15 10:34:06 2017,1489599246.165879,+291.951,+291.956,+180.228,+145.195,+88.2341,2.651E-5
Wed Mar 15 10:34:07 2017,1489599247.668511,+291.942,+291.947,+180.143,+145.140,+88.2187,2.647E-5
Wed Mar 15 10:34:09 2017,1489599249.171101,+291.933,+291.938,+180.058,+145.090,+88.2052,2.644E-5
Wed Mar 15 10:34:10 2017,1489599250.673691,+291.924,+291.929,+179.973,+145.034,+88.1896,2.641E-5
Wed Mar 15 10:34:12 2017,1489599252.176273,+291.915,+291.919,+179.888,+144.986,+88.1765,2.638E-5
Wed Mar 15 10:34:13 2017,1489599253.678839,+291.906,+291.911,+179.803,+144.931,+88.1609,2.636E-5
Wed Mar 15 10:34:15 2017,1489599255.181398,+291.896,+291.902,+179.718,+144.882,+88.1474,2.632E-5
Wed Mar 15 10:34:16 2017,1489599256.683884,+291.887,+291.893,+179.633,+144.827,+88.1319,2.629E-5
Wed Mar 15 10:34:18 2017,1489599258.186462,+291.878,+291.884,+179.548,+144.779,+88.1182,2.625E-5
Wed Mar 15 10:34:19 2017,1489599259.689049,+291.869,+291.875,+179.464,+144.725,+88.1028,2.622E-5
Wed Mar 15 10:34:21 2017,1489599261.191663,+291.860,+291.866,+179.379,+144.677,+88.0893,2.618E-5
Wed Mar 15 10:34:22 2017,1489599262.694222,+291.851,+291.857,+179.295,+144.622,+88.0739,2.615E-5
Wed Mar 15 10:34:24 2017,1489599264.196783,+291.842,+291.848,+179.211,+144.575,+88.0605,2.612E-5
Wed Mar 15 10:34:25 2017,1489599265.699339,+291.833,+291.838,+179.122,+144.521,+88.0450,2.609E-5
Wed Mar 15 10:34:27 2017,1489599267.201923,+291.824,+291.829,+179.038,+144.467,+88.0296,2.605E-5
Wed Mar 15 10:34:28 2017,1489599268.704448,+291.815,+291.820,+178.954,+144.420,+88.0162,2.602E-5
Wed Mar 15 10:34:30 2017,1489599270.206971,+291.805,+291.811,+178.870,+144.366,+88.0007,2.599E-5
Wed Mar 15 10:34:31 2017,1489599271.709535,+291.796,+291.802,+178.787,+144.319,+87.9871,2.595E-5
Wed Mar 15 10:34:33 2017,1489599273.21207,+291.787,+291.793,+178.703,+144.266,+87.9718,2.592E-5
Wed Mar 15 10:34:34 2017,1489599274.714678,+291.778,+291.784,+178.620,+144.219,+87.9584,2.589E-5
Wed Mar 15 10:34:36 2017,1489599276.217308,+291.769,+291.775,+178.537,+144.166,+87.9430,2.586E-5
Wed Mar 15 10:34:37 2017,1489599277.719938,+291.760,+291.766,+178.454,+144.119,+87.9296,2.583E-5
Wed Mar 15 10:34:39 2017,1489599279.222556,+291.750,+291.757,+178.371,+144.067,+87.9143,2.579E-5
Wed Mar 15 10:34:40 2017,1489599280.725139,+291.742,+291.747,+178.288,+144.020,+87.9008,2.576E-5
Wed Mar 15 10:34:42 2017,1489599282.227746,+291.733,+291.738,+178.206,+143.967,+87.8860,2.573E-5
Wed Mar 15 10:34:43 2017,1489599283.729709,+291.723,+291.729,+178.124,+143.921,+87.8726,2.569E-5
Wed Mar 15 10:34:45 2017,1489599285.232241,+291.714,+291.720,+178.041,+143.868,+87.8572,2.566E-5
Wed Mar 15 10:34:46 2017,1489599286.734815,+291.705,+291.710,+177.959,+143.822,+87.8443,2.563E-5
Wed Mar 15 10:34:48 2017,1489599288.237311,+291.696,+291.701,+177.877,+143.770,+87.8289,2.560E-5
Wed Mar 15 10:34:49 2017,1489599289.73992,+291.687,+291.692,+177.795,+143.723,+87.8155,2.556E-5
Wed Mar 15 10:34:51 2017,1489599291.242472,+291.678,+291.683,+177.714,+143.671,+87.8002,2.553E-5
Wed Mar 15 10:34:52 2017,1489599292.745113,+291.669,+291.674,+177.632,+143.624,+87.7867,2.550E-5
Wed Mar 15 10:34:54 2017,1489599294.247659,+291.659,+291.665,+177.551,+143.571,+87.7715,2.546E-5
Wed Mar 15 10:34:55 2017,1489599295.750209,+291.650,+291.656,+177.471,+143.523,+87.7580,2.543E-5
Wed Mar 15 10:34:57 2017,1489599297.252771,+291.641,+291.646,+177.391,+143.465,+87.7428,2.540E-5
Wed Mar 15 10:34:58 2017,1489599298.755346,+291.632,+291.637,+177.310,+143.415,+87.7293,2.536E-5
Wed Mar 15 10:35:00 2017,1489599300.257837,+291.622,+291.628,+177.229,+143.356,+87.7141,2.534E-5
Wed Mar 15 10:35:01 2017,1489599301.760399,+291.613,+291.619,+177.149,+143.304,+87.7008,2.530E-5
Wed Mar 15 10:35:03 2017,1489599303.262958,+291.604,+291.609,+177.068,+143.245,+87.6855,2.527E-5
Wed Mar 15 10:35:04 2017,1489599304.765542,+291.594,+291.600,+176.989,+143.193,+87.6721,2.524E-5
Wed Mar 15 10:35:06 2017,1489599306.26807,+291.585,+291.591,+176.909,+143.134,+87.6569,2.521E-5
Wed Mar 15 10:35:07 2017,1489599307.770619,+291.576,+291.582,+176.829,+143.082,+87.6436,2.518E-5
Wed Mar 15 10:35:09 2017,1489599309.273226,+291.567,+291.572,+176.749,+143.023,+87.6285,2.515E-5
Wed Mar 15 10:35:10 2017,1489599310.775844,+291.557,+291.563,+176.670,+142.971,+87.6152,2.511E-5
Wed Mar 15 10:35:12 2017,1489599312.278366,+291.548,+291.554,+176.591,+142.914,+87.6000,2.508E-5
Wed Mar 15 10:35:13 2017,1489599313.780961,+291.538,+291.544,+176.512,+142.864,+87.5868,2.505E-5
Wed Mar 15 10:35:15 2017,1489599315.283525,+291.529,+291.535,+176.432,+142.807,+87.5715,2.502E-5
Wed Mar 15 10:35:16 2017,1489599316.786091,+291.520,+291.525,+176.354,+142.757,+87.5583,2.498E-5
Wed Mar 15 10:35:18 2017,1489599318.28861,+291.511,+291.516,+176.275,+142.702,+87.5432,2.495E-5
Wed Mar 15 10:35:19 2017,1489599319.791173,+291.501,+291.507,+176.196,+142.653,+87.5298,2.492E-5
Wed Mar 15 10:35:21 2017,1489599321.293741,+291.492,+291.498,+176.117,+142.598,+87.5146,2.489E-5
Wed Mar 15 10:35:22 2017,1489599322.796362,+291.483,+291.489,+176.039,+142.551,+87.5013,2.486E-5
Wed Mar 15 10:35:24 2017,1489599324.29887,+291.474,+291.479,+175.961,+142.497,+87.4860,2.482E-5
Wed Mar 15 10:35:25 2017,1489599325.801418,+291.464,+291.470,+175.883,+142.450,+87.4726,2.479E-5
Wed Mar 15 10:35:27 2017,1489599327.303995,+291.455,+291.461,+175.805,+142.396,+87.4574,2.476E-5
Wed Mar 15 10:35:28 2017,1489599328.806592,+291.445,+291.450,+175.722,+142.343,+87.4421,2.473E-5
Wed Mar 15 10:35:30 2017,1489599330.309172,+291.436,+291.441,+175.644,+142.297,+87.4287,2.470E-5
Wed Mar 15 10:35:31 2017,1489599331.811754,+291.426,+291.432,+175.567,+142.245,+87.4137,2.467E-5
Wed Mar 15 10:35:33 2017,1489599333.314347,+291.417,+291.422,+175.490,+142.199,+87.4006,2.463E-5
Wed Mar 15 10:35:34 2017,1489599334.816914,+291.408,+291.414,+175.412,+142.147,+87.3856,2.460E-5
Wed Mar 15 10:35:36 2017,1489599336.319506,+291.399,+291.404,+175.335,+142.102,+87.3726,2.457E-5
Wed Mar 15 10:35:37 2017,1489599337.822061,+291.389,+291.394,+175.258,+142.050,+87.3577,2.454E-5
Wed Mar 15 10:35:39 2017,1489599339.324629,+291.380,+291.385,+175.181,+142.006,+87.3448,2.451E-5
Wed Mar 15 10:35:40 2017,1489599340.827181,+291.371,+291.376,+175.105,+141.955,+87.3300,2.446E-5
Wed Mar 15 10:35:42 2017,1489599342.329799,+291.361,+291.366,+175.028,+141.911,+87.3170,2.442E-5
Wed Mar 15 10:35:43 2017,1489599343.832404,+291.352,+291.357,+174.952,+141.860,+87.3023,2.439E-5
Wed Mar 15 10:35:45 2017,1489599345.335008,+291.343,+291.348,+174.875,+141.816,+87.2894,2.436E-5
Wed Mar 15 10:35:46 2017,1489599346.837571,+291.333,+291.338,+174.799,+141.766,+87.2746,2.433E-5
Wed Mar 15 10:35:48 2017,1489599348.340218,+291.324,+291.329,+174.723,+141.723,+87.2617,2.429E-5
Wed Mar 15 10:35:49 2017,1489599349.842711,+291.314,+291.319,+174.648,+141.673,+87.2470,2.427E-5
Wed Mar 15 10:35:51 2017,1489599351.345295,+291.305,+291.310,+174.572,+141.629,+87.2342,2.423E-5
Wed Mar 15 10:35:52 2017,1489599352.847929,+291.295,+291.300,+174.497,+141.580,+87.2195,2.420E-5
Wed Mar 15 10:35:54 2017,1489599354.350506,+291.286,+291.291,+174.422,+141.537,+87.2067,2.417E-5
Wed Mar 15 10:35:55 2017,1489599355.853073,+291.276,+291.281,+174.347,+141.488,+87.1921,2.417E-5
Wed Mar 15 10:35:57 2017,1489599357.355685,+291.267,+291.272,+174.272,+141.445,+87.1792,2.420E-5
Wed Mar 15 10:35:58 2017,1489599358.85828,+291.258,+291.263,+174.197,+141.397,+87.1646,2.421E-5
Wed Mar 15 10:36:00 2017,1489599360.360886,+291.248,+291.253,+174.122,+141.354,+87.1519,2.419E-5
Wed Mar 15 10:36:01 2017,1489599361.863518,+291.239,+291.243,+174.048,+141.306,+87.1376,2.416E-5
Wed Mar 15 10:36:03 2017,1489599363.366065,+291.229,+291.233,+173.974,+141.264,+87.1247,2.413E-5
Wed Mar 15 10:36:04 2017,1489599364.868629,+291.220,+291.224,+173.900,+141.216,+87.1101,2.410E-5
Wed Mar 15 10:36:06 2017,1489599366.371218,+291.210,+291.215,+173.825,+141.174,+87.0973,2.408E-5
Wed Mar 15 10:36:07 2017,1489599367.873843,+291.200,+291.205,+173.751,+141.125,+87.0826,2.404E-5
Wed Mar 15 10:36:09 2017,1489599369.376401,+291.191,+291.196,+173.677,+141.084,+87.0697,2.401E-5
Wed Mar 15 10:36:10 2017,1489599370.878999,+291.181,+291.186,+173.604,+141.036,+87.0549,2.398E-5
Wed Mar 15 10:36:12 2017,1489599372.381538,+291.172,+291.177,+173.530,+140.994,+87.0420,2.395E-5
Wed Mar 15 10:36:13 2017,1489599373.884169,+291.163,+291.167,+173.457,+140.947,+87.0277,2.392E-5
Wed Mar 15 10:36:15 2017,1489599375.386768,+291.153,+291.157,+173.384,+140.905,+87.0150,2.388E-5
Wed Mar 15 10:36:16 2017,1489599376.889347,+291.144,+291.148,+173.311,+140.858,+87.0005,2.385E-5
Wed Mar 15 10:36:18 2017,1489599378.392004,+291.134,+291.138,+173.238,+140.816,+86.9876,2.382E-5
Wed Mar 15 10:36:19 2017,1489599379.894579,+291.125,+291.129,+173.165,+140.769,+86.9728,2.379E-5
Wed Mar 15 10:36:21 2017,1489599381.397012,+291.115,+291.119,+173.092,+140.728,+86.9600,2.376E-5
Wed Mar 15 10:36:22 2017,1489599382.89957,+291.106,+291.109,+173.020,+140.681,+86.9458,2.373E-5
Wed Mar 15 10:36:24 2017,1489599384.402116,+291.096,+291.100,+172.947,+140.641,+86.9330,2.369E-5
Wed Mar 15 10:36:25 2017,1489599385.904682,+291.086,+291.091,+172.875,+140.594,+86.9183,2.366E-5
Wed Mar 15 10:36:27 2017,1489599387.407283,+291.076,+291.081,+172.803,+140.552,+86.9054,2.363E-5
Wed Mar 15 10:36:28 2017,1489599388.90985,+291.067,+291.071,+172.731,+140.506,+86.8908,2.361E-5
Wed Mar 15 10:36:30 2017,1489599390.412425,+291.057,+291.061,+172.654,+140.460,+86.8761,2.357E-5
Wed Mar 15 10:36:31 2017,1489599391.915015,+291.048,+291.052,+172.583,+140.419,+86.8632,2.354E-5
Wed Mar 15 10:36:33 2017,1489599393.417561,+291.038,+291.042,+172.511,+140.373,+86.8486,2.351E-5
Wed Mar 15 10:36:34 2017,1489599394.920115,+291.029,+291.032,+172.439,+140.332,+86.8358,2.348E-5
Wed Mar 15 10:36:36 2017,1489599396.422662,+291.019,+291.022,+172.368,+140.286,+86.8214,2.344E-5
Wed Mar 15 10:36:37 2017,1489599397.925255,+291.009,+291.013,+172.297,+140.246,+86.8087,2.341E-5
Wed Mar 15 10:36:39 2017,1489599399.427895,+290.999,+291.003,+172.226,+140.200,+86.7940,2.338E-5
Wed Mar 15 10:36:40 2017,1489599400.929625,+290.990,+290.994,+172.155,+140.160,+86.7813,2.335E-5
Wed Mar 15 10:36:42 2017,1489599402.432467,+290.980,+290.984,+172.084,+140.114,+86.7667,2.332E-5
Wed Mar 15 10:36:43 2017,1489599403.935026,+290.971,+290.975,+172.013,+140.074,+86.7541,2.329E-5
Wed Mar 15 10:36:45 2017,1489599405.437611,+290.961,+290.965,+171.942,+140.028,+86.7398,2.325E-5
Wed Mar 15 10:36:46 2017,1489599406.940214,+290.952,+290.955,+171.872,+139.989,+86.7272,2.322E-5
